"~start_node_id","~start_node_labels","~start_node_property_name","~relationship_type","~end_node_id","~end_node_labels","~end_node_property_name","~end_node_property_score","~end_node_property_description","~start_node_property_scf_id","~start_node_property_strength","~start_node_property_description"
"199","Policy","AI TEVV Tools","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.2",7,"Mechanisms exist to document test sets, metrics and details about the tools used during Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) practices."
"200","Policy","AI TEVV Trustworthiness Demonstration","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.3",9,"Mechanisms exist to demonstrate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed is valid, reliable and operate as intended based on approved designs."
"201","Policy","AI TEVV Safety Demonstration","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.4",10,"Mechanisms exist to demonstrate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed are safe, residual risk does not exceed the organization's risk tolerance and can fail safely, particularly if made to operate beyond its knowledge limits."
"202","Policy","AI TEVV Resiliency Assessment","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.5",6,"Mechanisms exist to evaluate the security and resilience of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed."
"203","Policy","AI TEVV Transparency & Accountability Assessment","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.6",7,"Mechanisms exist to examine risks associated with transparency and accountability of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed."
"204","Policy","AI TEVV Privacy Assessment","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.7",9,"Mechanisms exist to examine the data privacy risk of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed."
"205","Policy","AI TEVV Fairness & Bias Assessment","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.8",9,"Mechanisms exist to examine fairness and bias of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to be deployed."
"206","Policy","AI & Autonomous Technologies Model Validation","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.9",5,"Mechanisms exist to validate the Artificial Intelligence (AI) and Autonomous Technologies (AAT) model."
"207","Policy","AI TEVV Results Evaluation","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.10",10,"Mechanisms exist to evaluate the results of Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV) to determine the viability of the proposed Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"208","Policy","AI TEVV Effectiveness","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.11",5,"Mechanisms exist to evaluate the effectiveness of the processes utilized to perform Artificial Intelligence Test, Evaluation, Validation & Verification (AI TEVV)."
"209","Policy","AI TEVV Comparable Deployment Settings","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.12",5,"Mechanisms exist to evaluate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related performance or the assurance criteria demonstrated for conditions similar to deployment settings."
"210","Policy","AI TEVV Post-Deployment Monitoring","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.13",9,"Mechanisms exist to proactively and continuously monitor deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"211","Policy","Updating AI & Autonomous Technologies","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-10.14",9,"Mechanisms exist to integrate continual improvements for deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"212","Policy","Robust Stakeholder Engagement for AI & Autonomous Technologies","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-11",9,"Mechanisms exist to compel ongoing engagement with relevant Artificial Intelligence (AI) and Autonomous Technologies (AAT) stakeholders to encourage feedback about positive, negative and unanticipated impacts."
"213","Policy","AI & Autonomous Technologies Stakeholder Feedback Integration","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-11.1",9,"Mechanisms exist to regularly collect, consider, prioritize and integrate risk-related feedback from those external to the team that developed or deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"214","Policy","AI & Autonomous Technologies Ongoing Assessments","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-11.2",9,"Mechanisms exist to conduct regular assessments of Artificial Intelligence (AI) and Autonomous Technologies (AAT) with independent assessors and stakeholders not involved in the development of the AAT."
"215","Policy","AI & Autonomous Technologies End User Feedback","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-11.3",7,"Mechanisms exist to collect and integrate feedback from end users and impacted communities into Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related system evaluation metrics."
"216","Policy","AI & Autonomous Technologies Incident & Error Reporting","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-11.4",9,"Mechanisms exist to communicate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related incidents and/or errors to relevant stakeholders, including affected communities. "
"217","Policy","AI & Autonomous Technologies Intellectual Property Infringement Protections","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-12",10,"Mechanisms exist to identify data sources for Artificial Intelligence (AI) and Autonomous Technologies (AAT) to prevent third-party Intellectual Property (IP) rights infringement."
"218","Policy","AI & Autonomous Technologies Stakeholder Diversity","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-13",8,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT) stakeholder competencies, skills and capacities incorporate demographic diversity, broad domain and user experience expertise."
"219","Policy","AI & Autonomous Technologies Stakeholder Competencies","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-13.1",9,"Mechanisms exist to ensure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related operator and practitioner proficiency requirements for Artificial Intelligence (AI) and Autonomous Technologies (AAT) are defined, assessed and documented."
"220","Policy","AI & Autonomous Technologies Requirements Definitions","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-14",8,"Mechanisms exist to take socio-technical implications into account to address risks associated with Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"221","Policy","AI & Autonomous Technologies Implementation Tasks Definition","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-14.1",8,"Mechanisms exist to define the tasks that Artificial Intelligence (AI) and Autonomous Technologies (AAT) will support (e.g., classifiers, generative models, recommenders)."
"222","Policy","AI & Autonomous Technologies Knowledge Limits","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-14.2",10,"Mechanisms exist to identify and document knowledge limits of Artificial Intelligence (AI) and Autonomous Technologies (AAT) to provide sufficient information to assist relevant stakeholder decision making."
"223","Policy","AI & Autonomous Technologies Viability Decisions","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-15",10,"Mechanisms exist to define the criteria as to whether Artificial Intelligence (AI) and Autonomous Technologies (AAT) achieved intended purposes and stated objectives to determine whether its development or deployment should proceed."
"224","Policy","AI & Autonomous Technologies Negative Residual Risks","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-15.1",9,"Mechanisms exist to identify and document negative, residual risks (defined as the sum of all unmitigated risks) to both downstream acquirers and end users of Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"225","Policy","Responsibility To Supersede, Deactivate and/or Disengage AI & Autonomous Technologies","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-15.2",10,"Mechanisms exist to define the criteria and responsible party(ies) for superseding, disengaging or deactivating Artificial Intelligence (AI) and Autonomous Technologies (AAT) that demonstrate performance or outcomes inconsistent with intended use."
"226","Policy","AI & Autonomous Technologies Production Monitoring","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16",9,"Mechanisms exist to monitor the functionality and behavior of the deployed Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"227","Policy","AI & Autonomous Technologies Measurement Approaches","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.1",8,"Mechanisms exist to measure Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks to deployment context(s) through review and consultation with industry experts, domain specialists and end users."
"228","Policy","Measuring AI & Autonomous Technologies Effectiveness","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.2",5,"Mechanisms exist to regularly assess the effectiveness of existing controls, including reports of errors and potential impacts on affected communities."
"229","Policy","Unmeasurable AI & Autonomous Technologies Risks","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.3",7,"Mechanisms exist to identify and document unmeasurable risks or trustworthiness characteristics."
"230","Policy","Efficacy of AI & Autonomous Technologies Measurement","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.4",5,"Mechanisms exist to gather and assess feedback about the efficacy of Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related measurements."
"231","Policy","AI & Autonomous Technologies Domain Expert Reviews","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.5",8,"Mechanisms exist to utilize input from domain experts and relevant stakeholders to validate whether the Artificial Intelligence (AI) and Autonomous Technologies (AAT) perform consistently, as intended."
"232","Policy","AI & Autonomous Technologies Performance Changes","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.6",10,"Mechanisms exist to evaluate performance improvements or declines with domain experts and relevant stakeholders to define context-relevant risks and trustworthiness issues."
"233","Policy","Pre-Trained AI & Autonomous Technologies Models","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-16.7",8,"Mechanisms exist to validate the information sources and quality of pre-trained models used in Artificial Intelligence (AI) and Autonomous Technologies (AAT training, maintenance and improvement-related activities."
"234","Policy","AI & Autonomous Technologies Harm Prevention","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-17",10,"Mechanisms exist to proactively prevent harm by regularly identifying and tracking existing, unanticipated and emergent Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks."
"235","Policy","AI & Autonomous Technologies Human Subject Protections","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-17.1",10,"Mechanisms exist to protect human subjects from harm."
"236","Policy","AI & Autonomous Technologies Environmental Impact & Sustainability","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-17.2",9,"Mechanisms exist to assess and document the environmental impacts and sustainability of Artificial Intelligence (AI) and Autonomous Technologies (AAT)."
"237","Policy","Previously Unknown AI & Autonomous Technologies Threats & Risks","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-17.3",9,"Mechanisms exist to respond to and recover from a previously unknown Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risk when it is identified."
"238","Policy","AI & Autonomous Technologies Risk Tracking Approaches","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-18",9,"Mechanisms exist to track Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks are difficult to assess using currently available measurement techniques or where metrics are not yet available."
"239","Policy","AI & Autonomous Technologies Risk Response","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT-18.1",10,"Mechanisms exist to prioritize, respond to and remediate Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks based on assessments and other analytical output."
"240","Policy","Cloud Services","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-01",10,"Mechanisms exist to facilitate the implementation of cloud management controls to ensure cloud instances are secure and in-line with industry practices. "
"241","Policy","Cloud Infrastructure Onboarding","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-01.1",9,"Mechanisms exist to ensure cloud services are designed and configured so systems, applications and processes are secured in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations."
"242","Policy","Cloud Infrastructure Offboarding","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-01.2",9,"Mechanisms exist to ensure cloud services are decommissioned so that data is securely transitioned to new systems or archived in accordance with applicable organizational standards, as well as statutory, regulatory and contractual obligations."
"243","Policy","Cloud Security Architecture ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-02",8,"Mechanisms exist to ensure the cloud security architecture supports the organization's technology strategy to securely design, configure and maintain cloud employments. "
"244","Policy","Cloud Infrastructure Security Subnet","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-03",6,"Mechanisms exist to host security-specific technologies in a dedicated subnet."
"245","Policy","Application & Program Interface (API) Security ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-04",9,"Mechanisms exist to ensure support for secure interoperability between components with Application & Program Interfaces (APIs)."
"246","Policy","Virtual Machine Images ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-05",8,"Mechanisms exist to ensure the integrity of virtual machine images at all times. "
"247","Policy","Multi-Tenant Environments ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-06",9,"Mechanisms exist to ensure multi-tenant owned or managed assets (physical and virtual) are designed and governed such that provider and customer (tenant) user access is appropriately segmented from other tenant users."
"248","Policy","Customer Responsibility Matrix (CRM)","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-06.1",8,"Mechanisms exist to formally document a Customer Responsibility Matrix (CRM), delineating assigned responsibilities for controls between the Cloud Service Provider (CSP) and its customers."
"249","Policy","Multi-Tenant Event Logging Capabilities","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-06.2",8,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate security event logging capabilities for its customers that are consistent with applicable statutory, regulatory and/or contractual obligations."
"250","Policy","Multi-Tenant Forensics Capabilities","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-06.3",8,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate prompt forensic investigations in the event of a suspected or confirmed security incident."
"251","Policy","Multi-Tenant Incident Response Capabilities","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-06.4",8,"Mechanisms exist to ensure Multi-Tenant Service Providers (MTSP) facilitate prompt response to suspected or confirmed security incidents and vulnerabilities, including timely notification to affected customers."
"252","Policy","Data Handling & Portability","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-07",4,"Mechanisms exist to ensure cloud providers use secure protocols for the import, export and management of data in cloud-based services. "
"253","Policy","Standardized Virtualization Formats ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-08",4,"Mechanisms exist to ensure interoperability by requiring cloud providers to use industry-recognized formats and provide documentation of custom changes for review."
"254","Policy","Geolocation Requirements for Processing, Storage and Service Locations","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-09",10,"Mechanisms exist to control the location of cloud processing/storage based on business requirements that includes statutory, regulatory and contractual obligations. "
"255","Policy","Sensitive Data In Public Cloud Providers","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-10",6,"Mechanisms exist to limit and manage the storage of sensitive/regulated data in public cloud providers. "
"256","Policy","Cloud Access Point (CAP)","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-11",7,"Mechanisms exist to utilize Cloud Access Points (CAPs) to provide boundary protection and monitoring functions that both provide access to the cloud and protect the organization from the cloud."
"257","Policy","Side Channel Attack Prevention","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"AAT - CLD-12",3,"Mechanisms exist to prevent 'side channel attacks' when using a Content Delivery Network (CDN) by restricting access to the origin server's IP address to the CDN and an authorized management network."
"275","Policy","Risk Management Program ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-01",10,"Mechanisms exist to facilitate the implementation of risk management controls."
"276","Policy","Risk Framing","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-01.1",9,"Mechanisms exist to identify:  ▪ Assumptions affecting risk assessments, risk response and risk monitoring;  ▪ Constraints affecting risk assessments, risk response and risk monitoring;  ▪ The organizational risk tolerance; and  ▪ Priorities and trade-offs considered by the organization for managing risk."
"277","Policy","Risk Management Resourcing ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-01.2",8,"Mechanisms exist to reduce the magnitude or likelihood of potential impacts by resourcing the capability required to manage technology-related risks."
"278","Policy","Risk Tolerance","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-01.3",9,"Mechanisms exist to define organizational risk tolerance, the specified range of acceptable results."
"279","Policy","Risk Threshold","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-01.4",9,"Mechanisms exist to define organizational risk threshold, the level of risk exposure above which risks are addressed and below which risks may be accepted."
"280","Policy","Risk Appetite","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-01.5",9,"Mechanisms exist to define organizational risk appetite, the degree of uncertainty the organization is willing to accept in anticipation of a reward."
"281","Policy","Risk-Based Security Categorization ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-02",9,"Mechanisms exist to categorize systems and data in accordance with applicable local, state and Federal laws that:  ▪ Document the security categorization results (including supporting rationale) in the security plan for systems; and  ▪ Ensure the security categorization decision is reviewed and approved by the asset owner."
"282","Policy","Impact-Level Prioritization","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-02.1",9,"Mechanisms exist to prioritize the impact level for systems, applications and/or services to prevent potential disruptions."
"283","Policy","Risk Identification","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-03",9,"Mechanisms exist to identify and document risks, both internal and external. "
"284","Policy","Risk Catalog","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-03.1",5,"Mechanisms exist to develop and keep current a catalog of applicable risks associated with the organization's business operations and technologies in use."
"285","Policy","Risk Assessment ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-04",10,"Mechanisms exist to conduct recurring assessments of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of the organization's systems and data."
"286","Policy","Risk Register","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-04.1",10,"Mechanisms exist to maintain a risk register that facilitates monitoring and reporting of risks."
"287","Policy","Risk Ranking ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-05",9,"Mechanisms exist to identify and assign a risk ranking to newly discovered security vulnerabilities that is based on industry-recognized practices. "
"288","Policy","Risk Remediation ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-06",10,"Mechanisms exist to remediate risks to an acceptable level. "
"289","Policy","Risk Response","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-06.1",9,"Mechanisms exist to respond to findings from cybersecurity & data privacy assessments, incidents and audits to ensure proper remediation has been performed."
"290","Policy","Compensating Countermeasures","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-06.2",9,"Mechanisms exist to identify and implement compensating countermeasures to reduce risk and exposure to threats."
"291","Policy","Risk Assessment Update","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-07",9,"Mechanisms exist to routinely update risk assessments and react accordingly upon identifying new security vulnerabilities, including using outside sources for security vulnerability information. "
"292","Policy","Business Impact Analysis (BIA) ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-08",8,"Mechanisms exist to conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks."
"293","Policy","Supply Chain Risk Management (SCRM) Plan","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-09",10,"Mechanisms exist to develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of systems, system components and services, including documenting selected mitigating actions and monitoring performance against those plans."
"294","Policy","Supply Chain Risk Assessment","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-09.1",9,"Mechanisms exist to periodically assess supply chain risks associated with systems, system components and services."
"295","Policy","AI & Autonomous Technologies Supply Chain Impacts","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-09.2",8,"Mechanisms exist to address Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks and benefits arising from the organization's supply chain, including third-party software and data."
"296","Policy","Data Protection Impact Assessment (DPIA) ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-10",9,"Mechanisms exist to conduct a Data Protection Impact Assessment (DPIA) on systems, applications and services that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks."
"297","Policy","Risk Monitoring","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-11",9,"Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity & data privacy controls, compliance and change management."
"298","Policy","Risk Culture","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - RSK-12",4,"Mechanisms exist to ensure teams are committed to a culture that considers and communicates technology-related risk."
"299","Policy","Secure Engineering Principles ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-01",10,"Mechanisms exist to facilitate the implementation of industry-recognized cybersecurity & data privacy practices in the specification, design, development, implementation and modification of systems and services."
"300","Policy","Centralized Management of Cybersecurity & Data Privacy Controls","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-01.1",9,"Mechanisms exist to centrally-manage the organization-wide management and implementation of cybersecurity & data privacy controls and related processes."
"301","Policy","Achieving Resilience Requirements","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-01.2",4,"Mechanisms exist to achieve resilience requirements in normal and adverse situations."
"302","Policy","Alignment With Enterprise Architecture ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-02",9,"Mechanisms exist to develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity & data privacy principles that addresses risk to organizational operations, assets, individuals, other organizations. "
"303","Policy","Standardized Terminology","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-02.1",3,"Mechanisms exist to standardize technology and process terminology to reduce confusion amongst groups and departments. "
"304","Policy","Outsourcing Non-Essential Functions or Services","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-02.2",3,"Mechanisms exist to identify non-essential functions or services that are capable of being outsourced to external service providers and align with the organization's enterprise architecture and security standards."
"305","Policy","Technical Debt Reviews","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-02.3",9,"Mechanisms exist to conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies."
"306","Policy","Defense-In-Depth (DiD) Architecture","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-03",10,"Mechanisms exist to implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers. "
"307","Policy","System Partitioning ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-03.1",8,"Mechanisms exist to partition systems so that partitions reside in separate physical domains or environments. "
"308","Policy","Application Partitioning","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-03.2",8,"Mechanisms exist to separate user functionality from system management functionality. "
"309","Policy","Process Isolation ","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-04",7,"Mechanisms exist to implement a separate execution domain for each executing process. "
"310","Policy","Security Function Isolation","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-04.1",7,"Mechanisms exist to isolate security functions from non-security functions. "
"311","Policy","Hardware Separation","CONTRIBUTES_WEIGHT_TO","18","Emerging_Technologies_Policies","Emerging Technologies Policies",,,"CHG - SEA-04.2",7,"Mechanisms exist to implement underlying hardware separation mechanisms to facilitate process separation. "
