"~id","~labels","name","score","description","scf_id","strength"
"255","Policy","Sensitive Data In Public Cloud Providers",,"Mechanisms exist to limit and manage the storage of sensitive/regulated data in public cloud providers. ","AAT - CLD-10",6
"256","Policy","Cloud Access Point (CAP)",,"Mechanisms exist to utilize Cloud Access Points (CAPs) to provide boundary protection and monitoring functions that both provide access to the cloud and protect the organization from the cloud.","AAT - CLD-11",7
"257","Policy","Side Channel Attack Prevention",,"Mechanisms exist to prevent 'side channel attacks' when using a Content Delivery Network (CDN) by restricting access to the origin server's IP address to the CDN and an authorized management network.","AAT - CLD-12",3
"275","Policy","Risk Management Program ",,"Mechanisms exist to facilitate the implementation of risk management controls.","CHG - RSK-01",10
"276","Policy","Risk Framing",,"Mechanisms exist to identify:  ▪ Assumptions affecting risk assessments, risk response and risk monitoring;  ▪ Constraints affecting risk assessments, risk response and risk monitoring;  ▪ The organizational risk tolerance; and  ▪ Priorities and trade-offs considered by the organization for managing risk.","CHG - RSK-01.1",9
"277","Policy","Risk Management Resourcing ",,"Mechanisms exist to reduce the magnitude or likelihood of potential impacts by resourcing the capability required to manage technology-related risks.","CHG - RSK-01.2",8
"278","Policy","Risk Tolerance",,"Mechanisms exist to define organizational risk tolerance, the specified range of acceptable results.","CHG - RSK-01.3",9
"279","Policy","Risk Threshold",,"Mechanisms exist to define organizational risk threshold, the level of risk exposure above which risks are addressed and below which risks may be accepted.","CHG - RSK-01.4",9
"280","Policy","Risk Appetite",,"Mechanisms exist to define organizational risk appetite, the degree of uncertainty the organization is willing to accept in anticipation of a reward.","CHG - RSK-01.5",9
"281","Policy","Risk-Based Security Categorization ",,"Mechanisms exist to categorize systems and data in accordance with applicable local, state and Federal laws that:  ▪ Document the security categorization results (including supporting rationale) in the security plan for systems; and  ▪ Ensure the security categorization decision is reviewed and approved by the asset owner.","CHG - RSK-02",9
"282","Policy","Impact-Level Prioritization",,"Mechanisms exist to prioritize the impact level for systems, applications and/or services to prevent potential disruptions.","CHG - RSK-02.1",9
"283","Policy","Risk Identification",,"Mechanisms exist to identify and document risks, both internal and external. ","CHG - RSK-03",9
"284","Policy","Risk Catalog",,"Mechanisms exist to develop and keep current a catalog of applicable risks associated with the organization's business operations and technologies in use.","CHG - RSK-03.1",5
"285","Policy","Risk Assessment ",,"Mechanisms exist to conduct recurring assessments of risk that includes the likelihood and magnitude of harm, from unauthorized access, use, disclosure, disruption, modification or destruction of the organization's systems and data.","CHG - RSK-04",10
"286","Policy","Risk Register",,"Mechanisms exist to maintain a risk register that facilitates monitoring and reporting of risks.","CHG - RSK-04.1",10
"287","Policy","Risk Ranking ",,"Mechanisms exist to identify and assign a risk ranking to newly discovered security vulnerabilities that is based on industry-recognized practices. ","CHG - RSK-05",9
"288","Policy","Risk Remediation ",,"Mechanisms exist to remediate risks to an acceptable level. ","CHG - RSK-06",10
"289","Policy","Risk Response",,"Mechanisms exist to respond to findings from cybersecurity & data privacy assessments, incidents and audits to ensure proper remediation has been performed.","CHG - RSK-06.1",9
"290","Policy","Compensating Countermeasures",,"Mechanisms exist to identify and implement compensating countermeasures to reduce risk and exposure to threats.","CHG - RSK-06.2",9
"291","Policy","Risk Assessment Update",,"Mechanisms exist to routinely update risk assessments and react accordingly upon identifying new security vulnerabilities, including using outside sources for security vulnerability information. ","CHG - RSK-07",9
"292","Policy","Business Impact Analysis (BIA) ",,"Mechanisms exist to conduct a Business Impact Analysis (BIA) to identify and assess cybersecurity and data protection risks.","CHG - RSK-08",8
"293","Policy","Supply Chain Risk Management (SCRM) Plan",,"Mechanisms exist to develop a plan for Supply Chain Risk Management (SCRM) associated with the development, acquisition, maintenance and disposal of systems, system components and services, including documenting selected mitigating actions and monitoring performance against those plans.","CHG - RSK-09",10
"294","Policy","Supply Chain Risk Assessment",,"Mechanisms exist to periodically assess supply chain risks associated with systems, system components and services.","CHG - RSK-09.1",9
"295","Policy","AI & Autonomous Technologies Supply Chain Impacts",,"Mechanisms exist to address Artificial Intelligence (AI) and Autonomous Technologies (AAT)-related risks and benefits arising from the organization's supply chain, including third-party software and data.","CHG - RSK-09.2",8
"296","Policy","Data Protection Impact Assessment (DPIA) ",,"Mechanisms exist to conduct a Data Protection Impact Assessment (DPIA) on systems, applications and services that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks.","CHG - RSK-10",9
"297","Policy","Risk Monitoring",,"Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity & data privacy controls, compliance and change management.","CHG - RSK-11",9
"298","Policy","Risk Culture",,"Mechanisms exist to ensure teams are committed to a culture that considers and communicates technology-related risk.","CHG - RSK-12",4
"299","Policy","Secure Engineering Principles ",,"Mechanisms exist to facilitate the implementation of industry-recognized cybersecurity & data privacy practices in the specification, design, development, implementation and modification of systems and services.","CHG - SEA-01",10
"300","Policy","Centralized Management of Cybersecurity & Data Privacy Controls",,"Mechanisms exist to centrally-manage the organization-wide management and implementation of cybersecurity & data privacy controls and related processes.","CHG - SEA-01.1",9
"301","Policy","Achieving Resilience Requirements",,"Mechanisms exist to achieve resilience requirements in normal and adverse situations.","CHG - SEA-01.2",4
"302","Policy","Alignment With Enterprise Architecture ",,"Mechanisms exist to develop an enterprise architecture, aligned with industry-recognized leading practices, with consideration for cybersecurity & data privacy principles that addresses risk to organizational operations, assets, individuals, other organizations. ","CHG - SEA-02",9
"303","Policy","Standardized Terminology",,"Mechanisms exist to standardize technology and process terminology to reduce confusion amongst groups and departments. ","CHG - SEA-02.1",3
"304","Policy","Outsourcing Non-Essential Functions or Services",,"Mechanisms exist to identify non-essential functions or services that are capable of being outsourced to external service providers and align with the organization's enterprise architecture and security standards.","CHG - SEA-02.2",3
"305","Policy","Technical Debt Reviews",,"Mechanisms exist to conduct ongoing “technical debt” reviews of hardware and software technologies to remediate outdated and/or unsupported technologies.","CHG - SEA-02.3",9
"306","Policy","Defense-In-Depth (DiD) Architecture",,"Mechanisms exist to implement security functions as a layered structure minimizing interactions between layers of the design and avoiding any dependence by lower layers on the functionality or correctness of higher layers. ","CHG - SEA-03",10
"307","Policy","System Partitioning ",,"Mechanisms exist to partition systems so that partitions reside in separate physical domains or environments. ","CHG - SEA-03.1",8
"308","Policy","Application Partitioning",,"Mechanisms exist to separate user functionality from system management functionality. ","CHG - SEA-03.2",8
"309","Policy","Process Isolation ",,"Mechanisms exist to implement a separate execution domain for each executing process. ","CHG - SEA-04",7
"310","Policy","Security Function Isolation",,"Mechanisms exist to isolate security functions from non-security functions. ","CHG - SEA-04.1",7
"311","Policy","Hardware Separation",,"Mechanisms exist to implement underlying hardware separation mechanisms to facilitate process separation. ","CHG - SEA-04.2",7
"312","Policy","Thread Separation",,"Mechanisms exist to maintain a separate execution domain for each thread in multi-threaded processing. ","CHG - SEA-04.3",7
"313","Policy","Information In Shared Resources ",,"Mechanisms exist to prevent unauthorized and unintended information transfer via shared system resources. ","CHG - SEA-05",8
"314","Policy","Prevent Program Execution",,"Automated mechanisms exist to prevent the execution of unauthorized software programs. ","CHG - SEA-06",8
"315","Policy","Predictable Failure Analysis ",,"Mechanisms exist to determine the Mean Time to Failure (MTTF) for system components in specific environments of operation.","CHG - SEA-07",5
"316","Policy","Technology Lifecycle Management",,"Mechanisms exist to manage the usable lifecycles of technology assets. ","CHG - SEA-07.1",7
"317","Policy","Fail Secure",,"Mechanisms exist to enable systems to fail to an organization-defined known-state for types of failures, preserving system state information in failure. ","CHG - SEA-07.2",8
"318","Policy","Fail Safe",,"Mechanisms exist to implement fail-safe procedures when failure conditions occur. ","CHG - SEA-07.3",8
"319","Policy","Non-Persistence ",,"Mechanisms exist to implement non-persistent system components and services that are initiated in a known state and terminated upon the end of the session of use or periodically at an organization-defined frequency. ","CHG - SEA-08",9
"320","Policy","Refresh from Trusted Sources",,"Mechanisms exist to ensure that software and data needed for information system component and service refreshes are obtained from trusted sources.","CHG - SEA-08.1",5
"321","Policy","Information Output Filtering ",,"Mechanisms exist to validate information output from software programs and/or applications to ensure that the information is consistent with the expected content. ","CHG - SEA-09",8
"322","Policy","Limit Personal Data (PD) Dissemination",,"Mechanisms exist to limit the dissemination of Personal Data (PD) to organization-defined elements identified in the Data Protection Impact Assessment (DPIA) and consistent with authorized purposes.","CHG - SEA-09.1",8
"323","Policy","Memory Protection ",,"Mechanisms exist to implement security safeguards to protect system memory from unauthorized code execution. ","CHG - SEA-10",8
"324","Policy","Honeypots ",,"Mechanisms exist to utilize honeypots that are specifically designed to be the target of malicious attacks for the purpose of detecting, deflecting and analyzing such attacks. ","CHG - SEA-11",3
"325","Policy","Honeyclients ",,"Mechanisms exist to utilize honeyclients that proactively seek to identify malicious websites and/or web-based malicious code. ","CHG - SEA-12",3
"326","Policy","Heterogeneity ",,"Mechanisms exist to utilize a diverse set of technologies for system components to reduce the impact of technical vulnerabilities from the same Original Equipment Manufacturer (OEM). ","CHG - SEA-13",3
"327","Policy","Virtualization Techniques ",,"Mechanisms exist to utilize virtualization techniques to support the employment of a diversity of operating systems and applications.","CHG - SEA-13.1",6
"328","Policy","Concealment & Misdirection ",,"Mechanisms exist to utilize concealment and misdirection techniques for systems to confuse and mislead adversaries. ","CHG - SEA-14",2
"329","Policy","Randomness",,"Automated mechanisms exist to introduce randomness into organizational operations and assets.","CHG - SEA-14.1",5
"330","Policy","Change Processing & Storage Locations",,"Automated mechanisms exist to change the location of processing and/or storage at random time intervals.","CHG - SEA-14.2",5
"331","Policy","Distributed Processing & Storage ",,"Mechanisms exist to distribute processing and storage across multiple physical locations. ","CHG - SEA-15",4
"332","Policy","Non-Modifiable Executable Programs ",,"Mechanisms exist to utilize non-modifiable executable programs that load and execute the operating environment and applications from hardware-enforced, read-only media.","CHG - SEA-16",1
"333","Policy","Secure Log-On Procedures ",,"Mechanisms exist to utilize a trusted communications path between the user and the security functions of the system.","CHG - SEA-17",8
"334","Policy","System Use Notification (Logon Banner)",,"Mechanisms exist to utilize system use notification / logon banners that display an approved system use notification message or banner before granting access to the system that provides cybersecurity & data privacy notices.","CHG - SEA-18",9
"335","Policy","Standardized Microsoft Windows Banner",,"Mechanisms exist to configure Microsoft Windows-based systems to display an approved logon banner before granting access to the system that provides cybersecurity & data privacy notices.","CHG - SEA-18.1",9
"336","Policy","Truncated Banner",,"Mechanisms exist to utilize a truncated system use notification / logon banner on systems not capable of displaying a logon banner from a centralized source, such as Active Directory.","CHG - SEA-18.2",9
"337","Policy","Previous Logon Notification",,"Mechanisms exist to configure systems that process, store or transmit sensitive/regulated data to notify the user, upon successful logon, of the number of unsuccessful logon attempts since the last successful logon.","CHG - SEA-19",3
"338","Policy","Clock Synchronization",,"Mechanisms exist to utilize time-synchronization technology to synchronize all critical system clocks. ","CHG - SEA-20",9
"339","Policy","Technology Development & Acquisition",,"Mechanisms exist to facilitate the implementation of tailored development and acquisition strategies, contract tools and procurement methods to meet unique business needs.","CHG - TDA-01",10
"340","Policy","Product Management",,"Mechanisms exist to design and implement product management processes to update products, including systems, software and services, to improve functionality and correct security deficiencies.","CHG - TDA-01.1",10
"341","Policy","Integrity Mechanisms for Software / Firmware Updates ",,"Mechanisms exist to utilize integrity validation mechanisms for security updates.","CHG - TDA-01.2",5
"342","Policy","Malware Testing Prior to Release ",,"Mechanisms exist to utilize at least one (1) malware detection tool to identify if any known malware exists in the final binaries of the product or security update.","CHG - TDA-01.3",9
"343","Policy","Minimum Viable Product (MVP) Security Requirements ",,"Mechanisms exist to ensure risk-based technical and functional specifications are established to define a Minimum Viable Product (MVP).","CHG - TDA-02",9
"344","Policy","Ports, Protocols & Services In Use",,"Mechanisms exist to require the developers of systems, system components or services to identify early in the Secure Development Life Cycle (SDLC), the functions, ports, protocols and services intended for use. ","CHG - TDA-02.1",8
"345","Policy","Information Assurance Enabled Products",,"Mechanisms exist to limit the use of commercially-provided Information Assurance (IA) and IA-enabled IT products to those products that have been successfully evaluated against a National Information Assurance partnership (NIAP)-approved Protection Profile or the cryptographic module is FIPS-validated or NSA-approved.","CHG - TDA-02.2",2
"346","Policy","Development Methods, Techniques & Processes",,"Mechanisms exist to require software vendors / manufacturers to demonstrate that their software development processes employ industry-recognized secure practices for secure programming, engineering methods, quality control processes and validation techniques to minimize flawed or malformed software.","CHG - TDA-02.3",5
"347","Policy","Pre-Established Secure Configurations",,"Mechanisms exist to ensure vendors / manufacturers:  ▪ Deliver the system, component, or service with a pre-established, secure configuration implemented; and  ▪ Use the pre-established, secure configuration as the default for any subsequent system, component, or service reinstallation or upgrade.","CHG - TDA-02.4",8
"348","Policy","Identification & Justification of Ports, Protocols & Services",,"Mechanisms exist to require process owners to identify, document and justify the business need for the ports, protocols and other services necessary to operate their technology solutions. ","CHG - TDA-02.5",8
"349","Policy","Insecure Ports, Protocols & Services",,"Mechanisms exist to mitigate the risk associated with the use of insecure ports, protocols and services necessary to operate technology solutions. ","CHG - TDA-02.6",9
"350","Policy","Cybersecurity & Data Privacy Representatives For Product Changes",,"Mechanisms exist to include appropriate cybersecurity & data privacy representatives in the product feature and/or functionality change control review process.","CHG - TDA-02.7",10
"351","Policy","Commercial Off-The-Shelf (COTS) Security Solutions ",,"Mechanisms exist to utilize only Commercial Off-the-Shelf (COTS) security products. ","CHG - TDA-03",5
"352","Policy","Supplier Diversity",,"Mechanisms exist to obtain cybersecurity & data privacy technologies from different suppliers to minimize supply chain risk.","CHG - TDA-03.1",3
"353","Policy","Documentation Requirements",,"Mechanisms exist to obtain, protect and distribute administrator documentation for systems that describe:  ▪ Secure configuration, installation and operation of the system;  ▪ Effective use and maintenance of security features/functions; and  ▪ Known vulnerabilities regarding configuration and use of administrative (e.g., privileged) functions.","CHG - TDA-04",8
"354","Policy","Functional Properties ",,"Mechanisms exist to require vendors/contractors to provide information describing the functional properties of the security controls to be utilized within systems, system components or services in sufficient detail to permit analysis and testing of the controls. ","CHG - TDA-04.1",8
"355","Policy","Software Bill of Materials (SBOM)",,"Mechanisms exist to require a Software Bill of Materials (SBOM) for systems, applications and services that lists software packages in use, including versions and applicable licenses.","CHG - TDA-04.2",9
"356","Policy","Developer Architecture & Design ",,"Mechanisms exist to require the developers of systems, system components or services to produce a design specification and security architecture that:   ▪ Is consistent with and supportive of the organization’s security architecture which is established within and is an integrated part of the organization’s enterprise architecture;  ▪ Accurately and completely describes the required security functionality and the allocation of security controls among physical and logical components; and  ▪ Expresses how individual security functions, mechanisms and services work together to provide required security capabilities and a unified approach to protection.","CHG - TDA-05",8
"357","Policy","Physical Diagnostic & Test Interfaces",,"Mechanisms exist to secure physical diagnostic and test interfaces to prevent misuse.","CHG - TDA-05.1",5
"358","Policy","Diagnostic & Test Interface Monitoring",,"Mechanisms exist to enable endpoint devices to log events and generate alerts for attempts to access diagnostic and test interfaces.","CHG - TDA-05.2",3
"359","Policy","Secure Coding ",,"Mechanisms exist to develop applications based on secure coding principles. ","CHG - TDA-06",10
"360","Policy","Criticality Analysis",,"Mechanisms exist to require the developer of the system, system component or service to perform a criticality analysis at organization-defined decision points in the Secure Development Life Cycle (SDLC).","CHG - TDA-06.1",9
"361","Policy","Threat Modeling",,"Mechanisms exist to perform threat modelling and other secure design techniques, to ensure that threats to software and solutions are identified and accounted for.","CHG - TDA-06.2",7
"362","Policy","Software Assurance Maturity Model (SAMM)",,"Mechanisms exist to utilize a Software Assurance Maturity Model (SAMM) to govern a secure development lifecycle for the development of systems, applications and services.","CHG - TDA-06.3",9
"363","Policy","Supporting Toolchain",,"Automated mechanisms exist to improve the accuracy, consistency and comprehensiveness of secure practices throughout the asset's lifecycle.","CHG - TDA-06.4",6
"364","Policy","Software Design Review",,"Mechanisms exist to have an independent review of the software design to confirm that all cybersecurity & data privacy requirements are met and that any identified risks are satisfactorily addressed.","CHG - TDA-06.5",10
"365","Policy","Secure Development Environments ",,"Mechanisms exist to maintain a segmented development network to ensure a secure development environment. ","CHG - TDA-07",9
"366","Policy","Separation of Development, Testing and Operational Environments ",,"Mechanisms exist to manage separate development, testing and operational environments to reduce the risks of unauthorized access or changes to the operational environment and to ensure no impact to production systems.","CHG - TDA-08",10
"367","Policy","Secure Migration Practices",,"Mechanisms exist to ensure secure migration practices purge systems, applications and services of test/development/staging data and accounts before it is migrated into a production environment.","CHG - TDA-08.1",8
"368","Policy","Cybersecurity & Data Privacy Testing Throughout Development ",,"Mechanisms exist to require system developers/integrators consult with cybersecurity & data privacy personnel to:   ▪ Create and implement a Security Test and Evaluation (ST&E) plan;  ▪ Implement a verifiable flaw remediation process to correct weaknesses and deficiencies identified during the security testing and evaluation process; and  ▪ Document the results of the security testing/evaluation and flaw remediation processes.","CHG - TDA-09",9
"369","Policy","Continuous Monitoring Plan",,"Mechanisms exist to require the developers of systems, system components or services to produce a plan for the continuous monitoring of cybersecurity & data privacy control effectiveness. ","CHG - TDA-09.1",9
"370","Policy","Static Code Analysis",,"Mechanisms exist to require the developers of systems, system components or services to employ static code analysis tools to identify and remediate common flaws and document the results of the analysis. ","CHG - TDA-09.2",9
"371","Policy","Dynamic Code Analysis ",,"Mechanisms exist to require the developers of systems, system components or services to employ dynamic code analysis tools to identify and remediate common flaws and document the results of the analysis. ","CHG - TDA-09.3",9
"372","Policy","Malformed Input Testing",,"Mechanisms exist to utilize testing methods to ensure systems, services and products continue to operate as intended when subject to invalid or unexpected inputs on its interfaces.","CHG - TDA-09.4",7
"373","Policy","Application Penetration Testing",,"Mechanisms exist to perform application-level penetration testing of custom-made applications and services.","CHG - TDA-09.5",9
"374","Policy","Secure Settings By Default",,"Mechanisms exist to implement secure configuration settings by default to reduce the likelihood of software being deployed with weak security settings that would put the asset at a greater risk of compromise.","CHG - TDA-09.6",9
"375","Policy","Manual Code Review",,"Mechanisms exist to require the developers of systems, system components or services to employ a manual code review process to identify and remediate unique flaws that require knowledge of the application’s requirements and design.","CHG - TDA-09.7",5
"376","Policy","Use of Live Data ",,"Mechanisms exist to approve, document and control the use of live data in development and test environments.","CHG - TDA-10",9
"377","Policy","Test Data Integrity",,"Mechanisms exist to ensure the integrity of test data through existing cybersecurity & data privacy controls.","CHG - TDA-10.1",8
"378","Policy","Product Tampering and Counterfeiting (PTC)",,"Mechanisms exist to maintain awareness of component authenticity by developing and implementing Product Tampering and Counterfeiting (PTC) practices that include the means to detect and prevent counterfeit components.","CHG - TDA-11",9
"379","Policy","Anti-Counterfeit Training",,"Mechanisms exist to train personnel to detect counterfeit system components, including hardware, software and firmware. ","CHG - TDA-11.1",6
"380","Policy","Component Disposal",,"[deprecated - incorporated into AST-09] Mechanisms exist to dispose of system components using organization-defined techniques and methods to prevent such components from entering the gray market. ","CHG - TDA-11.2",9
"381","Policy","Customized Development of Critical Components ",,"Mechanisms exist to custom-develop critical system components, when Commercial Off The Shelf (COTS) solutions are unavailable.","CHG - TDA-12",8
"382","Policy","Developer Screening ",,"Mechanisms exist to ensure that the developers of systems, applications and/or services have the requisite skillset and appropriate access authorizations.","CHG - TDA-13",9
"383","Policy","Developer Configuration Management ",,"Mechanisms exist to require system developers and integrators to perform configuration management during system design, development, implementation and operation.","CHG - TDA-14",9
"384","Policy","Software / Firmware Integrity Verification",,"Mechanisms exist to require developer of systems, system components or services to enable integrity verification of software and firmware components. ","CHG - TDA-14.1",8
"385","Policy","Hardware Integrity Verification",,"Mechanisms exist to require developer of systems, system components or services to enable integrity verification of hardware components.","CHG - TDA-14.2",5
"386","Policy","Developer Threat Analysis & Flaw Remediation",,"Mechanisms exist to require system developers and integrators to create a Security Test and Evaluation (ST&E) plan and implement the plan under the witness of an independent party. ","CHG - TDA-15",9
"387","Policy","Developer-Provided Training ",,"Mechanisms exist to require the developers of systems, system components or services to provide training on the correct use and operation of the system, system component or service.","CHG - TDA-16",9
"388","Policy","Unsupported Systems ",,"Mechanisms exist to prevent unsupported systems by:  ▪ Replacing systems when support for the components is no longer available from the developer, vendor or manufacturer; and  ▪ Requiring justification and documented approval for the continued use of unsupported system components required to satisfy mission/business needs.","CHG - TDA-17",10
"389","Policy","Alternate Sources for Continued Support",,"Mechanisms exist to provide in-house support or contract external providers for support with unsupported system components. ","CHG - TDA-17.1",8
"390","Policy","Input Data Validation ",,"Mechanisms exist to check the validity of information inputs. ","CHG - TDA-18",9
"391","Policy","Error Handling ",,"Mechanisms exist to handle error conditions by:   ▪ Identifying potentially security-relevant error conditions;  ▪ Generating error messages that provide information necessary for corrective actions without revealing sensitive or potentially harmful information in error logs and administrative messages that could be exploited; and  ▪ Revealing error messages only to authorized personnel.","CHG - TDA-19",9
"392","Policy","Access to Program Source Code ",,"Mechanisms exist to limit privileges to change software resident within software libraries. ","CHG - TDA-20",9
"393","Policy","Software Release Integrity Verification",,"Mechanisms exist to publish integrity verification information for software releases.","CHG - TDA-20.1",6
"394","Policy","Archiving Software Releases",,"Mechanisms exist to archive software releases and all of their components (e.g., code, package files, third-party libraries, documentation) to maintain integrity verification information.","CHG - TDA-20.2",8
"395","Policy","Software Escrow",,"Mechanisms exist to escrow source code and supporting documentation to ensure software availability in the event the software provider goes out of business or is unable to provide support. ","CHG - TDA-20.3",7
"396","Policy","Third-Party Management ",,"Mechanisms exist to facilitate the implementation of third-party management controls.","CHG - TPM-01",10
"397","Policy","Third-Party Inventories ",,"Mechanisms exist to maintain a current, accurate and complete list of External Service Providers (ESPs) that can potentially impact the Confidentiality, Integrity, Availability and/or Safety (CIAS) of the organization's systems, applications, services and data.","CHG - TPM-01.1",8
"398","Policy","Third-Party Criticality Assessments",,"Mechanisms exist to identify, prioritize and assess suppliers and partners of critical systems, components and services using a supply chain risk assessment process relative to their importance in supporting the delivery of high-value services.","CHG - TPM-02",9
"399","Policy","Supply Chain Protection",,"Mechanisms exist to evaluate security risks associated with the services and product supply chain. ","CHG - TPM-03",9
"400","Policy","Acquisition Strategies, Tools & Methods",,"Mechanisms exist to utilize tailored acquisition strategies, contract tools and procurement methods for the purchase of unique systems, system components or services.","CHG - TPM-03.1",9
"401","Policy","Limit Potential Harm",,"Mechanisms exist to utilize security safeguards to limit harm from potential adversaries who identify and target the organization's supply chain. ","CHG - TPM-03.2",9
"402","Policy","Processes To Address Weaknesses or Deficiencies",,"Mechanisms exist to address identified weaknesses or deficiencies in the security of the supply chain ","CHG - TPM-03.3",9
"403","Policy","Third-Party Services ",,"Mechanisms exist to mitigate the risks associated with third-party access to the organization’s systems and data.","CHG - TPM-04",10
"404","Policy","Third-Party Risk Assessments & Approvals",,"Mechanisms exist to conduct a risk assessment prior to the acquisition or outsourcing of technology-related services.","CHG - TPM-04.1",9
"405","Policy","External Connectivity Requirements - Identification of Ports, Protocols & Services",,"Mechanisms exist to require External Service Providers (ESPs) to identify and document the business need for ports, protocols and other services it requires to operate its processes and technologies.","CHG - TPM-04.2",7
"406","Policy","Conflict of Interests",,"Mechanisms exist to ensure that the interests of external service providers are consistent with and reflect organizational interests.","CHG - TPM-04.3",8
"407","Policy","Third-Party Processing, Storage and Service Locations",,"Mechanisms exist to restrict the location of information processing/storage based on business requirements. ","CHG - TPM-04.4",10
"408","Policy","Third-Party Contract Requirements",,"Mechanisms exist to identify, regularly review and document third-party confidentiality, Non-Disclosure Agreements (NDAs) and other contracts that reflect the organization’s needs to protect systems and data.","CHG - TPM-05",10
"409","Policy","Security Compromise Notification Agreements",,"Mechanisms exist to compel External Service Providers (ESPs) to provide notification of actual or potential compromises in the supply chain that can potentially affect or have adversely affected systems, applications and/or services that the organization utilizes.","CHG - TPM-05.1",9
"410","Policy","Contract Flow-Down Requirements",,"Mechanisms exist to ensure cybersecurity & data privacy requirements are included in contracts that flow-down to applicable sub-contractors and suppliers.","CHG - TPM-05.2",9
"411","Policy","Third-Party Authentication Practices",,"Mechanisms exist to ensure External Service Providers (ESPs) use unique authentication factors for each of its customers.","CHG - TPM-05.3",8
"412","Policy","Responsible, Accountable, Supportive, Consulted & Informed (RASCI) Matrix",,"Mechanisms exist to document and maintain a Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to delineate assignment for cybersecurity & data privacy controls between internal stakeholders and External Service Providers (ESPs). ","CHG - TPM-05.4",8
"413","Policy","Third-Party Scope Review",,"Mechanisms exist to perform recurring validation of the Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to ensure cybersecurity & data privacy control assignments accurately reflect current business practices, compliance obligations, technologies and stakeholders. ","CHG - TPM-05.5",10
"414","Policy","First-Party Declaration (1PD)",,"Mechanisms exist to obtain a First-Party Declaration (1PD) from applicable External Service Providers (ESPs) that provides assurance of compliance with specified statutory, regulatory and contractual obligations for cybersecurity & data privacy controls, including any flow-down requirements to subcontractors. ","CHG - TPM-05.6",7
"415","Policy","Break Clauses",,"Mechanisms exist to include 'break clauses' within contracts for failure to meet contract criteria for cybersecurity and/or data privacy controls.","CHG - TPM-05.7",9
"416","Policy","Third-Party Personnel Security ",,"Mechanisms exist to control personnel security requirements including security roles and responsibilities for third-party providers.","CHG - TPM-06",9
"417","Policy","Monitoring for Third-Party Information Disclosure ",,"Mechanisms exist to monitor for evidence of unauthorized exfiltration or disclosure of organizational information. ","CHG - TPM-07",8
"418","Policy","Review of Third-Party Services",,"Mechanisms exist to monitor, regularly review and audit External Service Providers (ESPs) for compliance with established contractual requirements for cybersecurity & data privacy controls. ","CHG - TPM-08",9
"419","Policy","Third-Party Deficiency Remediation ",,"Mechanisms exist to address weaknesses or deficiencies in supply chain elements identified during independent or organizational assessments of such elements. ","CHG - TPM-09",9
"420","Policy","Managing Changes To Third-Party Services",,"Mechanisms exist to control changes to services by suppliers, taking into account the criticality of business information, systems and processes that are in scope by the third-party.","CHG - TPM-10",8
"421","Policy","Third-Party Incident Response & Recovery Capabilities",,"Mechanisms exist to ensure response/recovery planning and testing are conducted with critical suppliers/providers. ","CHG - TPM-11",8
"422","Policy","Information Assurance (IA) Operations",,"Mechanisms exist to facilitate the implementation of cybersecurity & data privacy assessment and authorization controls. ","IAO-01",10
"423","Policy","Assessment Boundaries",,"Mechanisms exist to establish the scope of assessments by defining the assessment boundary, according to people, processes and technology that directly or indirectly impact the confidentiality, integrity, availability and safety of the data and systems under review.","IAO-01.1",9
"424","Policy","Assessments ",,"Mechanisms exist to formally assess the cybersecurity & data privacy controls in systems, applications and services through Information Assurance Program (IAP) activities to determine the extent to which the controls are implemented correctly, operating as intended and producing the desired outcome with respect to meeting expected requirements.","IAO-02",10
"425","Policy","Assessor Independence",,"Mechanisms exist to ensure assessors or assessment teams have the appropriate independence to conduct cybersecurity & data privacy control assessments. ","IAO-02.1",9
"426","Policy","Specialized Assessments",,"Mechanisms exist to conduct specialized assessments for:   ▪ Statutory, regulatory and contractual compliance obligations;  ▪ Monitoring capabilities;   ▪ Mobile devices;  ▪ Databases;  ▪ Application security;  ▪ Embedded technologies (e.g., IoT, OT, etc.);  ▪ Vulnerability management;   ▪ Malicious code;   ▪ Insider threats and  ▪ Performance/load testing. ","IAO-02.2",9
"427","Policy","Third-Party Assessments",,"Mechanisms exist to accept and respond to the results of external assessments that are performed by impartial, external organizations. ","IAO-02.3",9
"428","Policy","Security Assessment Report (SAR)",,"Mechanisms exist to produce a Security Assessment Report (SAR) at the conclusion of a security assessment to certify the results of the assessment and assist with any remediation actions.","IAO-02.4",7
"429","Policy","System Security & Privacy Plan (SSPP)",,"Mechanisms exist to generate System Security & Privacy Plans (SSPPs), or similar document repositories, to identify and maintain key architectural information on each critical system, application or service, as well as influence inputs, entities, systems, applications and processes, providing a historical record of the data and its origins.","IAO-03",7
"430","Policy","Plan / Coordinate with Other Organizational Entities",,"Mechanisms exist to plan and coordinate Information Assurance Program (IAP) activities with affected stakeholders before conducting such activities in order to reduce the potential impact on operations. ","IAO-03.1",5
